IDText,Text,clean_text,processed_text,text_length,predicted_label
TXT0043,"Ganjar Pranowo, yang sebelumnya pernah menjabat sebagai anggota DPR dan diusung oleh PDI Perjuangan, menunjukkan komitmen dan semangat tinggi dalam melayani masyarakat. Meskipun telah memiliki pengalaman legislatif, ia terus berupaya untuk langsung berinteraksi dengan masyarakat.  Meskipun menghadapi tantangan berat, Ganjar tetap gigih dan berkomitmen untuk memberikan kontribusi positif.

#PDIPerjuangan
#GanjarUntukSemua
#GanjarPresiden
#MEnangkanGAnjar
#GanjarMahfud
#GanjarMahfud2024
#GanjarSatSet
#MahfudTasTes [RE PDI_Perjuangan]","ganjar pranowo yang sebelumnya pernah menjabat sebagai anggota dpr dan diusung oleh pdi perjuangan menunjukkan komitmen dan semangat tinggi dalam melayani masyarakat meskipun telah memiliki pengalaman legislatif ia terus berupaya untuk langsung berinteraksi dengan masyarakat  meskipun menghadapi tantangan berat ganjar tetap gigih dan berkomitmen untuk memberikan kontribusi positif

 ",ganjar pranowo menjabat anggota dpr diusung pdi perjuangan komitmen semangat melayani masyarakat memiliki pengalaman legislatif berupaya langsung berinteraksi masyarakat menghadapi tantangan berat ganjar gigih berkomitmen kontribusi positif,240,Politik
TXT0044,"Kawasan Ekonomi Khusus bakal jadi peluang besar buat investasi, dukung Ganjar-Mahfud! @lohgaloh Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/4PPxjk4dXq","kawasan ekonomi khusus bakal jadi peluang besar buat investasi dukung ganjarmahfud  happy new year 
 ",kawasan ekonomi khusus peluang investasi dukung ganjarmahfud happy new year,75,Politik
TXT0045,Keterbukaan dalam kebijakan pemerintahan adalah hak warga. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo - Gibran mempromosikan transparansi ini. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas #MenangSeputaran https://t.co/Q5OKtZMCWc,keterbukaan dalam kebijakan pemerintahan adalah hak warga    prabowo  gibran mempromosikan transparansi ini     ,keterbukaan kebijakan pemerintahan hak warga prabowo gibran mempromosikan transparansi,86,Politik
TXT0046,"Program Pasangan Capres Cawapres Ganjar Pranowo dan Mahfud MD, solusi jitu buat dorong pertumbuhan ekonomi desa. #JNK #GanjarPranowoPilihanUmat https://t.co/ezWKvxhWm1",program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa   ,program pasangan capres cawapres ganjar pranowo mahfud md solusi jitu dorong pertumbuhan ekonomi desa,101,Ekonomi
TXT0047,"Inisiatif Ganjar-Mahfud memberikan harapan baru untuk pertumbuhan ekonomi yang berkeadilan, memberdayakan UMKM sebagai tulang punggung ekonomi kerakyatan. @blibibb Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/8B5XpVSHZM","inisiatif ganjarmahfud memberikan harapan baru untuk pertumbuhan ekonomi yang berkeadilan memberdayakan umkm sebagai tulang punggung ekonomi kerakyatan  happy new year 
 ",inisiatif ganjarmahfud harapan pertumbuhan ekonomi berkeadilan memberdayakan umkm tulang punggung ekonomi kerakyatan happy new year,131,Politik
TXT0048,"Ini adalah saat yang tepat untuk berinvestasi dalam masa depan Indonesia bersama Ganjar-Mahfud. @thoriq_gh Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/Ep2rXi09PN","ini adalah saat yang tepat untuk berinvestasi dalam masa depan indonesia bersama ganjarmahfud  happy new year 
 ",berinvestasi indonesia ganjarmahfud happy new year,50,Politik
TXT0049,"ÃƒÂ°Ã‚Å¸Ã‚ÂªÃ‚Â  Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfud2024 Betul pak, bersihkan Indonesia dari korupsi. Dengan pak Ganjar dan mahfud semoga Indonesia lebih maju lagi Ganjar Mahfud Hebat #3GM #Coblos3 https://t.co/ttnype6vDc",  ganjar mahfud hebat    betul pak bersihkan indonesia dari korupsi dengan pak ganjar dan mahfud semoga indonesia lebih maju lagi ganjar mahfud hebat   ,ganjar mahfud hebat bersihkan indonesia korupsi ganjar mahfud semoga indonesia maju ganjar mahfud hebat,103,Politik
TXT0050,"ÃƒÂ°Ã‚Å¸Ã‚ÂÃ‚Â¡  Masyarakat Jakarta berharap Pak Ganjar Pranowo dan Mahfud MD terus bersatu untuk membawa kemajuan dan kesejahteraan

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 sikat KKN","  masyarakat jakarta berharap pak ganjar pranowo dan mahfud md terus bersatu untuk membawa kemajuan dan kesejahteraan

 ganjar mahfud hebat    sikat kkn",masyarakat jakarta berharap ganjar pranowo mahfud md bersatu membawa kemajuan kesejahteraan ganjar mahfud hebat sikat kkn,121,Politik
TXT0051,"ainunnajib Lebih tegang  kali... lg nembak pemerintah jokowi mulu... Ganjar malah kg mode cari aman

 Mahfud Hebat #MahfudLebihBaik3 #GanjarMahfud2024 #3MandatGanjarMahfud #L3bihbaik Happy New Year https://t.co/DzWvneOIOD","ainunnajib lebih tegang  kali lg nembak pemerintah jokowi mulu ganjar malah kg mode cari aman

 mahfud hebat     happy new year ",ainunnajib tegang kali lg nembak pemerintah jokowi mulu ganjar kg mode cari aman mahfud hebat happy new year,108,Politik
TXT0052,Partisipasi aktif warga negara adalah tonggak demokrasi yang sehat. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo - Gibran mendorong keterlibatan semua. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas #MenangSeputaran https://t.co/wSZSnoO9Xp,partisipasi aktif warga negara adalah tonggak demokrasi yang sehat    prabowo  gibran mendorong keterlibatan semua     ,partisipasi aktif warga negara tonggak demokrasi sehat prabowo gibran mendorong keterlibatan,92,Politik
TXT0053,"Pak  @soeyoto1 Setahu saya @Restty_cayah tidak pernah menyatakan dukungan kpd Aniez ataupun Ganjar, tapi dia pernah mengatakan drpd negeri ini diserahkan kpd mantan Penjahat HAM &amp; Demokrasi, Anies &amp; Ganjar adalah opsi terbaik yg bisa dipilih rakyat.
Mohon koreksi jika salah.
ÃƒÂ°Ã‚Å¸Ã‚â„¢Ã‚Â [RE abu_waras]","pak   setahu saya  tidak pernah menyatakan dukungan kpd aniez ataupun ganjar tapi dia pernah mengatakan drpd negeri ini diserahkan kpd mantan penjahat ham  demokrasi anies  ganjar adalah opsi terbaik yg bisa dipilih rakyat
mohon koreksi jika salah
 ",setahu dukungan kpd aniez ganjar drpd negeri diserahkan kpd mantan penjahat ham demokrasi anies ganjar opsi terbaik yg dipilih rakyat mohon koreksi salah,153,Politik
TXT0054,"Algoritma Instagram Dorong Popularitas Kampanye Anies, Konten Reels Tembus Jutaan dalam Sehari https://t.co/b2qDDrgbbq [RE OposisiCerdas]",algoritma instagram dorong popularitas kampanye anies konten reels tembus jutaan dalam sehari  ,algoritma instagram dorong popularitas kampanye anies konten reels tembus jutaan sehari,87,Politik
TXT0055,Pasangan Duet Capres Cawapres Ganjar Pranowo  dan Prof Mahfud MD lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk Indonesia!JN18A #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/xnx2yfYzLs,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajna    ,pasangan duet capres cawapres ganjar pranowo prof mahfud md fokus bikin regulasi hukum gak bikin investor mikir kali masuk indonesiajna,135,Politik
TXT0056,"Ganjar yakin bahwa dengan beasiswa kita dapat menciptakan generasi penerus yg unggul @wahhabicc_jabar 
#DebatCapres
#GanjarMahfud2024
#GanjarMahfudM3nangDebat
#Coblos74 https://t.co/R4PdB8dBHt","ganjar yakin bahwa dengan beasiswa kita dapat menciptakan generasi penerus yg unggul  
 ",ganjar beasiswa menciptakan generasi penerus yg unggul,54,Politik
TXT0057,@kangdede78 Lagi ngomongin jokowi ya di bantu jadi gubernur jkt lewat prabowo ya?, lagi ngomongin jokowi ya di bantu jadi gubernur jkt lewat prabowo ya,ngomongin jokowi ya bantu gubernur jkt prabowo ya,49,Politik
TXT0058,"Dalam acara konsolidasi 45 hari menuju kemenangan Ganjar-Mahfud (30/12/2023), selaku cawapres 03 yakni Mahfud MD berkomitmen akn hadirkn 21 program unggulan demi terwujudnya kesejahteraan rakyat Indonesia. 
Dan menariknya, program yg dibw Ganjar-Mahfud lebih membawa kemaslahatan. https://t.co/bEvEnsWI02 [RE BungkusTukang]","dalam acara konsolidasi  hari menuju kemenangan ganjarmahfud  selaku cawapres  yakni mahfud md berkomitmen akn hadirkn  program unggulan demi terwujudnya kesejahteraan rakyat indonesia 
dan menariknya program yg dibw ganjarmahfud lebih membawa kemaslahatan  ",acara konsolidasi kemenangan ganjarmahfud cawapres mahfud md berkomitmen akn hadirkn program unggulan terwujudnya kesejahteraan rakyat indonesia menariknya program yg dibw ganjarmahfud membawa kemaslahatan,205,Politik
TXT0059,"Kalo kata pak Prabowo : ""Tidak Perlu Menjatuhkan Agar Terlihat Lebih Unggul""

#pemiludamai  #KitamudaLoginPakBowo #Palingjelas 02 Paling Pas Ãƒâ€šÃ‚Â  #IndonesiaKuatIndonesiaMaju #DiplomasiProgresifPrabowo #02Melanjutkan https://t.co/FgNiUF2cCY","kalo kata pak prabowo  tidak perlu menjatuhkan agar terlihat lebih unggul

     paling pas      ",kalo prabowo menjatuhkan unggul pas,35,Politik
TXT0060,"@j_zamhari @naywul1 @awkarin Menjawab : 
1. Bukan tidak terbukti, tidak diadili dan tidak diungkap. Terbukti sudah ada putusan DKP(dewan kehormatan perwira) berisi pemecatan Prabowo Subianto dan dinyatakan bersalah atas pelanggaran ham. Setelah dipecat dan mau diadili beliau kabur ke jordania.","   menjawab  
 bukan tidak terbukti tidak diadili dan tidak diungkap terbukti sudah ada putusan dkpdewan kehormatan perwira berisi pemecatan prabowo subianto dan dinyatakan bersalah atas pelanggaran ham setelah dipecat dan mau diadili beliau kabur ke jordania",terbukti diadili diungkap terbukti putusan dkpdewan kehormatan perwira berisi pemecatan prabowo subianto dinyatakan bersalah pelanggaran ham dipecat diadili beliau kabur jordania,178,Politik
TXT0061,"@DiyonMandiri aku nangis bangettt di bagian ini.

janji yang udah direalisasikan oleh anies, malah dihalang-halangi oleh pj gubernur. enggak tau tujuannya apa, tapi yang menderita ya rakyat kecil. [RE dayatpiliang]"," aku nangis bangettt di bagian ini

janji yang udah direalisasikan oleh anies malah dihalanghalangi oleh pj gubernur enggak tau tujuannya apa tapi yang menderita ya rakyat kecil ",nangis bangettt janji udah direalisasikan anies dihalanghalangi pj gubernur tau tujuannya menderita ya rakyat,109,Politik
TXT0062,"Umur alutsista itu nggak sama dengan modernisasi yang bisa dilakukan. Prabowo miss his shot. Ada alasan kenapa F-15 dan F-16 bisa beroperasi 50 tahun, hingga masa depan.

Kenapa mereka bisa beroperasi selama itu, ya karena emang ada support-nya, dan ada program overhaul, kalau kita namanya MLU (mid-life upgrade). Disitu dimana overhaul airframe itu ada, entah untuk sekedar nambal, atau ganti, dengan mesin yang selalu bisa di-swap, bukan masalah besar.

Terakhir, Prabowo juga gagal menyebubkan gimana transisi dari alutsista Rusia menuju Barat bisa memberikan kemudahan dan bahkan kesejahteraan kepada TNI. [RE KentLavis]","umur alutsista itu nggak sama dengan modernisasi yang bisa dilakukan prabowo miss his shot ada alasan kenapa f dan f bisa beroperasi  tahun hingga masa depan

kenapa mereka bisa beroperasi selama itu ya karena emang ada supportnya dan ada program overhaul kalau kita namanya mlu midlife upgrade disitu dimana overhaul airframe itu ada entah untuk sekedar nambal atau ganti dengan mesin yang selalu bisa diswap bukan masalah besar

terakhir prabowo juga gagal menyebubkan gimana transisi dari alutsista rusia menuju barat bisa memberikan kemudahan dan bahkan kesejahteraan kepada tni ",umur alutsista nggak modernisasi prabowo miss his shot alasan f f beroperasi beroperasi ya emang supportnya program overhaul namanya mlu midlife upgrade disitu dimana overhaul airframe sekedar nambal ganti mesin diswap prabowo gagal menyebubkan gimana transisi alutsista rusia barat kemudahan kesejahteraan tni,310,Politik
TXT0063,"Pilpres 2024, Pembuktian Prabowo dan Jokowi 

https://t.co/pguki558F0

Perhelatan Pilpres 2024 menjadi sebuah pertaruhan dan pembuktian bagi Prabowo dan Jokowi. Bagi Prabowo, Pilpres 2024 ini adalah kesempatan terbesarnya untuk menjadi Presiden RI. Menggandeng Gibran Rakabuming, Prabowo pun mendapat dukungan penuh dari Jokowi. 

Ya, inilah kesempatan terbesar dan mungkin kesempatan terakhir Prabowo bisa memenangkan Pilpres. Lawan terbesar Prabowo bukanlah Anies Baswedan maupun Ganjar Pranowo, melainkan garis tangan. Prabowo berharap dengan menggandeng Gibran dan didukung Jokowi, dia bisa menuliskan garis tangan barunya. 

Selain Prabowo, Pilpres ini juga menjadi pembuktian Jokowi. Ada yang sangat begitu meyakini Jokowi akan menjadi kekuatan politik baru pasca berakhirnya masa berpolitik sesepuh politisi seperti Megawati, Jusuf Kalla, Surya Paloh, dan bahkan Prabowo. 

Tentu kita tidak bisa melihat secara terang-terangan Jokowi mendukung Prabowo, namun yang pasti Jokowi tidaklah mungkin tidak mendukung anaknya, Gibran yang adalah cawapres Prabowo.

Jokowi yang selama ini dinilai adalah sosok yang lebih besar dari pada PDI Perjuangan dan Megawati Soekarnoputri, akan menjadikan Pilpres 2024 milestone politiknya. Sebuah titik untuk Jokowi benar-benar akan menjadi kekuatan baru di kancah perpolitikan atau malah gagal dan menjadi gelandangan politik seperti Amien Rais.

Usaha besar-besaran akan dilakukan untuk mencapai satu-satunya kesempatan menang Pilpres dengan kemenangan satu putaran. Karena kalau gagal satu putaran, maka kemungkinan menang akan mengecil dan memberikan peluang lebih besar bagi lawan. Apalagi kalau lawannya adalah Ganjar Mahfud.

Dalam beberapa waktu ke depan kita akan melihat situasi-situasi yang tidak wajar, yang tidak kredibel dan profesional dari penyelenggara Pemilu, dan bahkan ajaibnya bisa saja terjadi hal luar biasa di Mahkamah Konstitusi.

Tapi sekuat apapun usaha yang dilakukan oleh Prabowo dan Jokowi, saya percaya kalau garis tangan masih belum berpihak kepada Prabowo, maka kemenangan tidak akan pernah diraih.

Saya cuma berharap nantinya saat keputusan tidak memberikan kemenangan kepada Prabowo Gibran, tidak terjadi kerusuhan. Semoga kali ini Prabowo bisa legowo dan belajar dari Pilpres 2019. [RE Paltiwest]","pilpres  pembuktian prabowo dan jokowi 



perhelatan pilpres  menjadi sebuah pertaruhan dan pembuktian bagi prabowo dan jokowi bagi prabowo pilpres  ini adalah kesempatan terbesarnya untuk menjadi presiden ri menggandeng gibran rakabuming prabowo pun mendapat dukungan penuh dari jokowi 

ya inilah kesempatan terbesar dan mungkin kesempatan terakhir prabowo bisa memenangkan pilpres lawan terbesar prabowo bukanlah anies baswedan maupun ganjar pranowo melainkan garis tangan prabowo berharap dengan menggandeng gibran dan didukung jokowi dia bisa menuliskan garis tangan barunya 

selain prabowo pilpres ini juga menjadi pembuktian jokowi ada yang sangat begitu meyakini jokowi akan menjadi kekuatan politik baru pasca berakhirnya masa berpolitik sesepuh politisi seperti megawati jusuf kalla surya paloh dan bahkan prabowo 

tentu kita tidak bisa melihat secara terangterangan jokowi mendukung prabowo namun yang pasti jokowi tidaklah mungkin tidak mendukung anaknya gibran yang adalah cawapres prabowo

jokowi yang selama ini dinilai adalah sosok yang lebih besar dari pada pdi perjuangan dan megawati soekarnoputri akan menjadikan pilpres  milestone politiknya sebuah titik untuk jokowi benarbenar akan menjadi kekuatan baru di kancah perpolitikan atau malah gagal dan menjadi gelandangan politik seperti amien rais

usaha besarbesaran akan dilakukan untuk mencapai satusatunya kesempatan menang pilpres dengan kemenangan satu putaran karena kalau gagal satu putaran maka kemungkinan menang akan mengecil dan memberikan peluang lebih besar bagi lawan apalagi kalau lawannya adalah ganjar mahfud

dalam beberapa waktu ke depan kita akan melihat situasisituasi yang tidak wajar yang tidak kredibel dan profesional dari penyelenggara pemilu dan bahkan ajaibnya bisa saja terjadi hal luar biasa di mahkamah konstitusi

tapi sekuat apapun usaha yang dilakukan oleh prabowo dan jokowi saya percaya kalau garis tangan masih belum berpihak kepada prabowo maka kemenangan tidak akan pernah diraih

saya cuma berharap nantinya saat keputusan tidak memberikan kemenangan kepada prabowo gibran tidak terjadi kerusuhan semoga kali ini prabowo bisa legowo dan belajar dari pilpres  ",pilpres pembuktian prabowo jokowi perhelatan pilpres pertaruhan pembuktian prabowo jokowi prabowo pilpres kesempatan terbesarnya presiden ri menggandeng gibran rakabuming prabowo dukungan penuh jokowi ya kesempatan terbesar kesempatan prabowo memenangkan pilpres lawan terbesar prabowo anies baswedan ganjar pranowo garis tangan prabowo berharap menggandeng gibran didukung jokowi menuliskan garis tangan barunya prabowo pilpres pembuktian jokowi jokowi kekuatan politik pasca berpolitik sesepuh politisi megawati jusuf kalla surya paloh prabowo terangterangan jokowi mendukung prabowo jokowi mendukung anaknya gibran cawapres prabowo jokowi dinilai sosok pdi perjuangan megawati soekarnoputri menjadikan pilpres milestone politiknya titik jokowi benarbenar kekuatan kancah perpolitikan gagal gelandangan politik amien rais usaha besarbesaran mencapai satusatunya kesempatan menang pilpres kemenangan putaran gagal putaran menang mengecil peluang lawan lawannya ganjar mahfud situasisituasi wajar kredibel profesional penyelenggara pemilu ajaibnya mahkamah konstitusi sekuat apapun usaha prabowo jokowi percaya garis tangan berpihak prabowo kemenangan diraih berharap keputusan kemenangan prabowo gibran kerusuhan semoga kali prabowo legowo belajar pilpres,1256,Politik
TXT0064,"Ada hal yang janggal dari post ini:
1. Post nya berbau counter opini yg skrg lagi rame di Papua
2. Ini akun pemerintah ya sattt kok bisa bisanya dipake buat nyebokin capres
3. Prabowo nya mana anjirrrr [RE setyoaji831]","ada hal yang janggal dari post ini
 post nya berbau counter opini yg skrg lagi rame di papua
 ini akun pemerintah ya sattt kok bisa bisanya dipake buat nyebokin capres
 prabowo nya mana anjirrrr ",janggal post post nya berbau counter opini yg skrg rame papua akun pemerintah ya sattt bisanya dipake nyebokin capres prabowo nya anjirrrr,138,Politik
TXT0065,"Hajatan demokrasi indonesia bulan depan, karena demokrasi itu penting, bro! Ayo, kita pastikan kepentingan demokrasi dengan memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/LgaxpFclt5",hajatan demokrasi indonesia bulan depan karena demokrasi itu penting bro ayo kita pastikan kepentingan demokrasi dengan memilih ganjar pranowo    ,hajatan demokrasi indonesia demokrasi bro ayo pastikan kepentingan demokrasi memilih ganjar pranowo,99,Politik
