text,label,clean_text,processed_text,text_length
"RT gua beneran sedih banget kenapa ya orang tuh susah menerima fakta kalo prabowo itu war criminal dan zionistÃƒÂ¢Ã‚â‚¬Ã‚Â¦.. kek thereÃƒÂ¢Ã‚â‚¬Ã‚â„¢s so many possibilities kalo beliau kepilih bakal regress demokrasi kita, bakal lebih otoriter, bahkan banyak menteri progresif yg pasti akan didepakÃƒÂ¢Ã‚â‚¬Ã‚Â¦ [RE moonincancer__]",Politik,rt gua beneran sedih banget kenapa ya orang tuh susah menerima fakta kalo prabowo itu war criminal dan zionist kek theres so many possibilities kalo beliau kepilih bakal regress demokrasi kita bakal lebih otoriter bahkan banyak menteri progresif yg pasti akan didepak ,rt gua beneran sedih banget ya orang tuh susah menerima fakta kalo prabowo war criminal zionist kek theres so many possibilities kalo beliau kepilih regress demokrasi otoriter menteri progresif yg didepak,204
"RT Lautan manusia sambut Capres nomor urut 1, Anies Baswedan saat laksanakan giat kampanye ke Bone, Sulawesi Selatan (Sulsel), Rabu (17/1/2024). Anies bertemu dengan masyarakat Bone di Lapangan Sepak Bola Cina. Kampanye kali ini cukup spesial lantaran ditemani oleh eks Wakil Presiden, Jusuf Kalla (JK). Melihat lautan manusia yang antusias menyapa Anies ini pun membuat dia merasa takjub, dan menegaskan bahwa uang tidak dapat mengobarkan semangat seperti ini. Simak berita selengkapnya di https://t.co/IuWcTPbHZj #HardNews_Politik #NewsOne #CariBeritaditvOne #NO01 #AniesBaswedan #Kampanye #ViralBone #Pilpres2024 #Politik #KamiKabarkanAndaPutuskan #MauMemilih #tvOneTVPemilu [RE tvOneNews]",Politik,rt lautan manusia sambut capres nomor urut  anies baswedan saat laksanakan giat kampanye ke bone sulawesi selatan sulsel rabu  anies bertemu dengan masyarakat bone di lapangan sepak bola cina kampanye kali ini cukup spesial lantaran ditemani oleh eks wakil presiden jusuf kalla jk melihat lautan manusia yang antusias menyapa anies ini pun membuat dia merasa takjub dan menegaskan bahwa uang tidak dapat mengobarkan semangat seperti ini simak berita selengkapnya di              ,rt lautan manusia sambut capres nomor urut anies baswedan laksanakan giat kampanye bone sulawesi selatan sulsel rabu anies bertemu masyarakat bone lapangan sepak bola cina kampanye kali spesial lantaran ditemani eks wakil presiden jusuf kalla jk lautan manusia antusias menyapa anies takjub uang mengobarkan semangat simak berita selengkapnya,342
RT baru kali ini ada capres yg mau peluk orang papua mencium tangan anak-Anak papua biar rakyat yang menilai !! Gak ngaruh tetap all in prabowo istirahatÃƒÂ°Ã‚Å¸Ã‚Â«Ã‚Â£ Anies Deserve Better #AbahAnies #CakImin https://t.co/2lcwxzGCN0 [RE nialubis_],Politik,rt baru kali ini ada capres yg mau peluk orang papua mencium tangan anakanak papua biar rakyat yang menilai  gak ngaruh tetap all in prabowo istirahat anies deserve better    ,rt kali capres yg peluk orang papua mencium tangan anakanak papua biar rakyat menilai gak ngaruh all in prabowo istirahat anies deserve better,142
"RT Yang sudah yakin vote Anies-Muhaimin pada 14 februari 2024, silahkan retweet!! #NakesDesakAnies https://t.co/qReuauPDzn [RE AbdulRachimmks]",Politik,rt yang sudah yakin vote aniesmuhaimin pada  februari  silahkan retweet   ,rt vote aniesmuhaimin februari silahkan retweet,47
RT DATA YANG MANAAAAA ???? Data lahan pak prabowo itu bagian dari rahasia pertahanan ? Index dan peringkat yang dibaca pak ganjar juga itu rahasia pertahanan ? Astagaaaa [RE MamatAlkatiri],Pertahanan dan Keamanan,rt data yang manaaaaa  data lahan pak prabowo itu bagian dari rahasia pertahanan  index dan peringkat yang dibaca pak ganjar juga itu rahasia pertahanan  astagaaaa ,rt data manaaaaa data lahan prabowo rahasia pertahanan index peringkat dibaca ganjar rahasia pertahanan astagaaaa,113
"RT Video ini direkam 5 April 2014 dlm acara ""Mengadili Anies"". Apakah jd Presiden adalah cita cita Anies??? Value pikiran yg dibawa dlm gagasan Pak Anies memang pemikiran seorang negarawan dari dulu, jarang kita dengar pemikiran2 macam beliau dinegeri ini guys. #AMINAjaDulu https://t.co/MTdDm5Q1Ge [RE BangPino__]",Politik,rt video ini direkam  april  dlm acara mengadili anies apakah jd presiden adalah cita cita anies value pikiran yg dibawa dlm gagasan pak anies memang pemikiran seorang negarawan dari dulu jarang kita dengar pemikiran macam beliau dinegeri ini guys   ,rt video direkam april dlm acara mengadili anies jd presiden cita cita anies value pikiran yg dibawa dlm gagasan anies pemikiran negarawan jarang dengar pemikiran beliau dinegeri guys,183
Pak Ganjar dan Prof Mahfud memperoleh dukungan luas karena keberanian mereka dalam menghadapi dinamika g3opolitik yang tidak terduga @oykGYdaFYBKvWXjXN2nlVXJgtQjBeR7nBLD5UiBobIc= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/qLVALTCMZa,Politik,pak ganjar dan prof mahfud memperoleh dukungan luas karena keberanian mereka dalam menghadapi dinamika gopolitik yang tidak terduga     ,ganjar prof mahfud memperoleh dukungan luas keberanian menghadapi dinamika gopolitik terduga,92
RT JK Ungkap Sebab Tanah Bob Hasan Bisa Dimiliki Prabowo https://t.co/4TvcmCgso4 [RE CNNIndonesia],Politik,rt jk ungkap sebab tanah bob hasan bisa dimiliki prabowo  ,rt jk tanah bob hasan dimiliki prabowo,38
"RT Sekarang bawaslu malah terkesan yg membenarkan kegiatan paslon 2, kunjungan prabowo ke cilincing yg diwarnai bagi2 uang 100rb dianggap kunjungan sebagai menhan oleh bawaslu, terserah klean lahÃƒÂ°Ã‚Å¸Ã‚â„¢Ã‚â€š https://t.co/MKF3x5U5qc [RE 5t3v3n_P3g3L]",Politik,rt sekarang bawaslu malah terkesan yg membenarkan kegiatan paslon  kunjungan prabowo ke cilincing yg diwarnai bagi uang rb dianggap kunjungan sebagai menhan oleh bawaslu terserah klean lah  ,rt bawaslu terkesan yg membenarkan kegiatan paslon kunjungan prabowo cilincing yg diwarnai uang rb dianggap kunjungan menhan bawaslu terserah klean,147
RT pak prabowo adalah tipe seseorang yang lebih suka menunjukkan bukti kinerjanya daripada sekedar omong kosong belaka #KinerjaBukanOmonOmon https://t.co/RZJRed7zsg [RE Bella9316530695],Politik,rt pak prabowo adalah tipe seseorang yang lebih suka menunjukkan bukti kinerjanya daripada sekedar omong kosong belaka   ,rt prabowo tipe suka bukti kinerjanya sekedar omong kosong belaka,65
RT Abah Anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup.. #AMINAjaDulu https://t.co/txIvBhLvn2 [RE ekowboy2],Sosial Budaya,rt abah anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup   ,rt abah anies mengangkat martabat petani menerus menerima bansos penghasilannya,79
RT Jawaban pak Anies di Luar Prediksi...Ulama dari Madura Jawa timur Sampai Terkagum -kagum dengan pak Anies bahkan Ulama Madura yg Bernama Bapak Kyai Fattah mengaku kalah setelah Menyimak jawaban dari pak Anies di acara Cifp 2023 yg Lalu https://t.co/pYLrS3bWSe [RE Yurissa_Samosir],Politik,rt jawaban pak anies di luar prediksiulama dari madura jawa timur sampai terkagum kagum dengan pak anies bahkan ulama madura yg bernama bapak kyai fattah mengaku kalah setelah menyimak jawaban dari pak anies di acara cifp  yg lalu  ,rt anies prediksiulama madura jawa timur terkagum kagum anies ulama madura yg bernama kyai fattah mengaku kalah menyimak anies acara cifp yg,140
"Nelayan butuh tindakan nyata, Ganjar Pranowo, Mahfud MD, bersama kita hadirkan solusi terbaik! #NelayanSolusiNyata #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/RxK3a8uHZA",Politik,nelayan butuh tindakan nyata ganjar pranowo mahfud md bersama kita hadirkan solusi terbaik     ,nelayan butuh tindakan nyata ganjar pranowo mahfud md hadirkan solusi terbaik,77
"RT @0SIRtH1oGVbK2EuKBmDu8IZTnnsgBYm4kuRvLEJJ8lU= Sewaktu anies bersikap kritis ke kinerja pak prabowo dianggap engga sopan karena dianggap kurang menghormati orang tua, giliran skrg gibran yg tengil dan sok kritis malah dianggap kritis dan keras. Apakah ini tidak standar ganda? ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â­ [RE coldthem]",Politik,rt  sewaktu anies bersikap kritis ke kinerja pak prabowo dianggap engga sopan karena dianggap kurang menghormati orang tua giliran skrg gibran yg tengil dan sok kritis malah dianggap kritis dan keras apakah ini tidak standar ganda  ,rt anies bersikap kritis kinerja prabowo dianggap engga sopan dianggap menghormati orang tua giliran skrg gibran yg tengil sok kritis dianggap kritis keras standar ganda,169
"Ganjar Pranowo, dengan tindakan positifnya, menunjukkan keberaniannya dalam menjaga keamanan nasional dengan mendukung Cyber Force. @sM3vaO7twKRwtWj4nHazQ7MxmIkoNjUDsLy4RQlCmug= #GanjarMahfudM3nangDebat #GanjarMahfud2024 #Coblos3 https://t.co/v4ONR717wa",Pertahanan dan Keamanan,ganjar pranowo dengan tindakan positifnya menunjukkan keberaniannya dalam menjaga keamanan nasional dengan mendukung cyber force     ,ganjar pranowo tindakan positifnya keberaniannya menjaga keamanan nasional mendukung cyber force,96
"RT Batam hari ini pecah! Suasana pasar TOS 3000, Batam saat pak Anies Baswedan berkunjung. Para warga sekitar menyambut dan meneriakkan Anies Presiden .. https://t.co/xkYEUfFCTU [RE Mdy_Asmara1701]",Politik,rt batam hari ini pecah suasana pasar tos  batam saat pak anies baswedan berkunjung para warga sekitar menyambut dan meneriakkan anies presiden   ,rt batam pecah suasana pasar tos batam anies baswedan berkunjung warga menyambut meneriakkan anies presiden,107
"RT Bukan cuma dalam debat semalam Pak @tFXb1u/rMq84K2QUCSCOkqqmuEut8IsS5BxvX60fRLk= tidak mau buka2an imformasi pertahanan, tp di RDP dgn Komisi I DPR pun Beliau menolak rapat terbuka dan bertahan spy rapat tertutup. Apalagi ngadepin 2 capres sok tau, ga mungkin dibuka. https://t.co/VZYfzzJC9o [RE askencana]",Pertahanan dan Keamanan,rt bukan cuma dalam debat semalam pak  tidak mau bukaan imformasi pertahanan tp di rdp dgn komisi i dpr pun beliau menolak rapat terbuka dan bertahan spy rapat tertutup apalagi ngadepin  capres sok tau ga mungkin dibuka  ,rt debat semalam bukaan imformasi pertahanan tp rdp dgn komisi i dpr beliau menolak rapat terbuka bertahan spy rapat tertutup ngadepin capres sok tau ga dibuka,159
"RT Anies itu prestasinya di Jakarta banyak sekali dan gemilang, walaupun tidak didukung pemerintah pusat dan cenderung dihambat. Tapi kenapa ada framing jahat Anies nggak bisa kerja? [RE gregorybudiman]",Politik,rt anies itu prestasinya di jakarta banyak sekali dan gemilang walaupun tidak didukung pemerintah pusat dan cenderung dihambat tapi kenapa ada framing jahat anies nggak bisa kerja ,rt anies prestasinya jakarta gemilang didukung pemerintah pusat cenderung dihambat framing jahat anies nggak kerja,114
"RT Konsisten, selama ini bersuara melawan radikalisme dan intoleransi. Yg pilih Prabowo ternyata cuma omon omon. Dianggap Tokoh Paling Toleran, Masyarakat Lintas Etnis Kalbar Kompak Dukung Ganjar PONTIANAK - Ribuan masyarakat lintas etnis se-Kalimantan Barat berkumpul di Hotel Golden Tulip Pontianak, Rabu (31/1/2014). Ada perwakilan dari tokoh Dayak, Tionghoa, Papua, Jawa, Minang, Batak, Madura dan lainnya. ""Selamat datang di Kota Khatulistiwa Pak Ganjar. Kami sangat bangga Bapak datang ke sini,"" ucap beberapa tokoh adat dan etnis menyambut Ganjar. Ketua Dewan Pembina Dewan Adat Daerah (DAD) Kalbar yang juga Ketua Tim Pemenangan Daerah (TPD) Ganjar Mahfud di Kalbar, Lazarus mengatakan, masyarakat Kalbar sangat antusias menyambut Ganjar. Kehadiran para tokoh dan ketua organisasi etnis di tempat itu menjadi bukti bahwa mereka sepakat mendukung Ganjar Mahfud. ""Semua tokoh adat berkumpul di sini. Ini mewakili seluruh organisasi dari kelompok etnis dan adat di Kalimantan Barat. Kami semua mendukung Pak Ganjar, kami siap memenangkan bapak di Kalbar,"" ucap Lazarus disambut teriakan kompak ribuan masyarakat adat Kalbar. ""Ganjar Presiden. Ganjar Mahfud menang, menang, menang,"" teriak mereka kompak. Seorang tokoh adat Dayak, Henusa mengatakan, masyarakat lintas etnis Kalbar kompak mendukung Ganjar karena ia dianggap sebagai tokoh paling toleran. Selama menjadi anggota DPR RI dan Gubernur Jateng dua periode, Ganjar bisa melakukan harmonisasi. ""Untuk itulah kami mengidolakan dan mendukung Pak Ganjar menjadi Presiden 2024. Karena di tangan beliau, kasus-kasus intoleransi di Indonesia bisa dihilangkan,"" ucapnya. Sementara itu, Ganjar menyambut baik dukungan dari masyarakat lintas etnis Kalbar dan mengucapkan terima kasih. Menurutnya, apapun hasil pilpres mendatang, toleransi di Indonesia harus terus terjaga. ""Dan Kalbar adalah contoh daerah paling toleran. Di mana di Kalbar ada satu kota yang dinobatkan sebagai kota paling toleran se-Indonesia, yakni Singkawang,"" ucapnya. [RE ch_chotimah2]",Demografi,rt konsisten selama ini bersuara melawan radikalisme dan intoleransi yg pilih prabowo ternyata cuma omon omon dianggap tokoh paling toleran masyarakat lintas etnis kalbar kompak dukung ganjar pontianak  ribuan masyarakat lintas etnis sekalimantan barat berkumpul di hotel golden tulip pontianak rabu  ada perwakilan dari tokoh dayak tionghoa papua jawa minang batak madura dan lainnya selamat datang di kota khatulistiwa pak ganjar kami sangat bangga bapak datang ke sini ucap beberapa tokoh adat dan etnis menyambut ganjar ketua dewan pembina dewan adat daerah dad kalbar yang juga ketua tim pemenangan daerah tpd ganjar mahfud di kalbar lazarus mengatakan masyarakat kalbar sangat antusias menyambut ganjar kehadiran para tokoh dan ketua organisasi etnis di tempat itu menjadi bukti bahwa mereka sepakat mendukung ganjar mahfud semua tokoh adat berkumpul di sini ini mewakili seluruh organisasi dari kelompok etnis dan adat di kalimantan barat kami semua mendukung pak ganjar kami siap memenangkan bapak di kalbar ucap lazarus disambut teriakan kompak ribuan masyarakat adat kalbar ganjar presiden ganjar mahfud menang menang menang teriak mereka kompak seorang tokoh adat dayak henusa mengatakan masyarakat lintas etnis kalbar kompak mendukung ganjar karena ia dianggap sebagai tokoh paling toleran selama menjadi anggota dpr ri dan gubernur jateng dua periode ganjar bisa melakukan harmonisasi untuk itulah kami mengidolakan dan mendukung pak ganjar menjadi presiden  karena di tangan beliau kasuskasus intoleransi di indonesia bisa dihilangkan ucapnya sementara itu ganjar menyambut baik dukungan dari masyarakat lintas etnis kalbar dan mengucapkan terima kasih menurutnya apapun hasil pilpres mendatang toleransi di indonesia harus terus terjaga dan kalbar adalah contoh daerah paling toleran di mana di kalbar ada satu kota yang dinobatkan sebagai kota paling toleran seindonesia yakni singkawang ucapnya ,rt konsisten bersuara melawan radikalisme intoleransi yg pilih prabowo omon omon dianggap tokoh toleran masyarakat lintas etnis kalbar kompak dukung ganjar pontianak ribuan masyarakat lintas etnis sekalimantan barat berkumpul hotel golden tulip pontianak rabu perwakilan tokoh dayak tionghoa papua jawa minang batak madura selamat kota khatulistiwa ganjar bangga tokoh adat etnis menyambut ganjar ketua dewan pembina dewan adat daerah dad kalbar ketua tim pemenangan daerah tpd ganjar mahfud kalbar lazarus masyarakat kalbar antusias menyambut ganjar kehadiran tokoh ketua organisasi etnis bukti sepakat mendukung ganjar mahfud tokoh adat berkumpul mewakili organisasi kelompok etnis adat kalimantan barat mendukung ganjar memenangkan kalbar lazarus disambut teriakan kompak ribuan masyarakat adat kalbar ganjar presiden ganjar mahfud menang menang menang teriak kompak tokoh adat dayak henusa masyarakat lintas etnis kalbar kompak mendukung ganjar dianggap tokoh toleran anggota dpr ri gubernur jateng periode ganjar harmonisasi mengidolakan mendukung ganjar presiden tangan beliau kasuskasus intoleransi indonesia dihilangkan ganjar menyambut dukungan masyarakat lintas etnis kalbar terima kasih menurutnya apapun hasil pilpres toleransi indonesia terjaga kalbar contoh daerah toleran kalbar kota dinobatkan kota toleran seindonesia singkawang,1345
"RT Koneksi internet menjadi kebutuhan pokok bagi masyarakat Indonesia dalam menjalankan aktivitas sehari-hari. Paslon 03 Ganjar-Mahfud menegaskan komitmennya untuk menghadirkan Internet yang Kuat, Cepat, dan Murah bagi seluruh masyarakat Indonesia #GanjarMahfud2024 #SahabatGanjar https://t.co/2nHevQ0fHr [RE twuicei]",Ekonomi,rt koneksi internet menjadi kebutuhan pokok bagi masyarakat indonesia dalam menjalankan aktivitas seharihari paslon  ganjarmahfud menegaskan komitmennya untuk menghadirkan internet yang kuat cepat dan murah bagi seluruh masyarakat indonesia    ,rt koneksi internet kebutuhan pokok masyarakat indonesia menjalankan aktivitas seharihari paslon ganjarmahfud komitmennya menghadirkan internet kuat cepat murah masyarakat indonesia,181
"RT JAUA SUPARNA BARU TAHU BAHWA ANIES : S.1 nya Fakultas Ekonomi , S.2 nya Kebijakkan Keuangan ... S.3 Nya Political Ekonomi &amp; Pembangunan. https://t.co/tAterTe8Sl [RE Andria75777]",Ekonomi,rt jaua suparna baru tahu bahwa anies  s nya fakultas ekonomi  s nya kebijakkan keuangan  s nya political ekonomi  pembangunan  ,rt jaua suparna anies s nya fakultas ekonomi s nya kebijakkan keuangan s nya political ekonomi pembangunan,106
"RT Isu Palestina tidak penting bagi Prabowo, tidak ada keberpihakan &amp; kepedulian untuk menegakkan konstitusi.. Makin kelihatan watak aslinya!! https://t.co/gp5geQiZ1u [RE ekowboy2]",Politik,rt isu palestina tidak penting bagi prabowo tidak ada keberpihakan  kepedulian untuk menegakkan konstitusi makin kelihatan watak aslinya  ,rt isu palestina prabowo keberpihakan kepedulian menegakkan konstitusi watak aslinya,84
"RT Acara Belum Mulai, Pendukung Anies Sudah Ramaikan Lokasi Kampanye https://t.co/7ML3qmPw3h [RE tvOneNews]",Politik,rt acara belum mulai pendukung anies sudah ramaikan lokasi kampanye  ,rt acara pendukung anies ramaikan lokasi kampanye,49
Namun yang terpenting adalah saat ini harus menjadi bangsa yang selalu bersyukur. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran,Politik,namun yang terpenting adalah saat ini harus menjadi bangsa yang selalu bersyukur    prabowogibran,terpenting bangsa bersyukur prabowogibran,41
"ÃƒÂ¢Ã‚â‚¬Ã‚Å“Kita membutuhkan penjaga yakni TNI AL yang kuat untuk mengibarkan merah putih dan menegakkan kedaulatan negara,ÃƒÂ¢Ã‚â‚¬Ã‚Â kata Menhan Prabowo.",Pertahanan dan Keamanan,kita membutuhkan penjaga yakni tni al yang kuat untuk mengibarkan merah putih dan menegakkan kedaulatan negara kata menhan prabowo,membutuhkan penjaga tni al kuat mengibarkan merah putih menegakkan kedaulatan negara menhan prabowo,99
"RT kinerja pak prabowo bukan hanya fokus pada modernisasi alutsista, tapi beliau juga dinilai telah mendorong perkembangan industri pertahanan dalam negeri loh #IndustriPertahananBelaPrabowo https://t.co/6G3auzCtr0 [RE transfter]",Pertahanan dan Keamanan,rt kinerja pak prabowo bukan hanya fokus pada modernisasi alutsista tapi beliau juga dinilai telah mendorong perkembangan industri pertahanan dalam negeri loh   ,rt kinerja prabowo fokus modernisasi alutsista beliau dinilai mendorong perkembangan industri pertahanan negeri loh,115
